t#bar{t} pileup up,	0.199749997	0.199690566	0.248790734	0.248870925	0.099791560	0.099764166	0.050014186	0.049981861	0.401653524	0.401692481
t#bar{t} pileup down,	0.199599787	0.199690566	0.248952285	0.248870925	0.099630572	0.099764166	0.049897275	0.049981861	0.401920081	0.401692481
t#bar{t} trig efficiency correction up,	0.199844314	0.199690566	0.249052162	0.248870925	0.099811079	0.099764166	0.049998398	0.049981861	0.401294046	0.401692481
t#bar{t} trig efficiency correction down,	0.199766354	0.199690566	0.249043647	0.248870925	0.099669874	0.099764166	0.049928913	0.049981861	0.401591213	0.401692481
t#bar{t} sel efficiency correction up,	0.199909804	0.199690566	0.249119137	0.248870925	0.099789620	0.099764166	0.049991432	0.049981861	0.401190007	0.401692481
t#bar{t} sel efficiency correction down,	0.199702763	0.199690566	0.248974487	0.248870925	0.099691747	0.099764166	0.049936085	0.049981861	0.401694919	0.401692481
t#bar{t} b fragmentation up,	0.199840635	0.199690566	0.249013540	0.248870925	0.099731089	0.099764166	0.049944974	0.049981861	0.401469762	0.401692481
t#bar{t} b fragmentation down,	0.199804727	0.199690566	0.249111588	0.248870925	0.099753988	0.099764166	0.049972494	0.049981861	0.401357204	0.401692481
t#bar{t} Peterson Frag,	0.199793217	0.199690566	0.248991752	0.248870925	0.099717356	0.099764166	0.049945287	0.049981861	0.401552389	0.401692481
t#bar{t} semilep BR up,	0.199877784	0.199690566	0.249155785	0.248870925	0.099681712	0.099764166	0.049887005	0.049981861	0.401397714	0.401692481
t#bar{t} semilep BR down,	0.199770469	0.199690566	0.249055122	0.248870925	0.099644922	0.099764166	0.049928845	0.049981861	0.401600642	0.401692481
t#bar{t} QCD scale 1,	0.199782158	0.199690566	0.248989295	0.248870925	0.099720595	0.099764166	0.049958151	0.049981861	0.401549802	0.401692481
t#bar{t} QCD scale 2,	0.199703558	0.199690566	0.248914736	0.248870925	0.099703767	0.099764166	0.049942916	0.049981861	0.401735023	0.401692481
t#bar{t} QCD scale 3,	0.199865766	0.199690566	0.249180627	0.248870925	0.099787235	0.099764166	0.049984834	0.049981861	0.401181537	0.401692481
t#bar{t} QCD scale 4,	0.199660068	0.199690566	0.248812070	0.248870925	0.099679406	0.099764166	0.049934154	0.049981861	0.401914302	0.401692481
t#bar{t} QCD scale 5,	0.199842385	0.199690566	0.249172106	0.248870925	0.099758959	0.099764166	0.049959598	0.049981861	0.401266952	0.401692481
t#bar{t} QCD scale 6,	0.199181834	0.199690566	0.248551963	0.248870925	0.099339450	0.099764166	0.049773040	0.049981861	0.403153713	0.401692481
t#bar{t} jec_CorrelationGroupMPFInSitu up,	0.199751449	0.199690566	0.248835303	0.248870925	0.099809064	0.099764166	0.050018368	0.049981861	0.401585817	0.401692481
t#bar{t} jec_RelativeFSR up,	0.199658380	0.199690566	0.248913048	0.248870925	0.099819379	0.099764166	0.050012159	0.049981861	0.401597034	0.401692481
t#bar{t} jec_CorrelationGroupUncorrelated up,	0.199620105	0.199690566	0.248891784	0.248870925	0.099861171	0.099764166	0.050017172	0.049981861	0.401609768	0.401692481
t#bar{t} jec_FlavorPureGluon up,	0.199690296	0.199690566	0.248947660	0.248870925	0.099793737	0.099764166	0.050014718	0.049981861	0.401553589	0.401692481
t#bar{t} jec_FlavorPureQuark up,	0.199745310	0.199690566	0.248877574	0.248870925	0.099767165	0.099764166	0.049997486	0.049981861	0.401612465	0.401692481
t#bar{t} jec_FlavorPureCharm up,	0.199692584	0.199690566	0.248919625	0.248870925	0.099812415	0.099764166	0.049975554	0.049981861	0.401599822	0.401692481
t#bar{t} jec_FlavorPureBottom up,	0.199706136	0.199690566	0.248985424	0.248870925	0.099766145	0.099764166	0.049989073	0.049981861	0.401553222	0.401692481
t#bar{t} jer up,	0.199654691	0.199690566	0.248925266	0.248870925	0.099756301	0.099764166	0.049959601	0.049981861	0.401704140	0.401692481
t#bar{t} btag_heavy up,	0.199644918	0.199690566	0.248909950	0.248870925	0.099811569	0.099764166	0.049985388	0.049981861	0.401648175	0.401692481
t#bar{t} btag_light up,	0.199728393	0.199690566	0.248869537	0.248870925	0.099794621	0.099764166	0.049985039	0.049981861	0.401622411	0.401692481
t#bar{t} csv_heavy up,	0.199739294	0.199690566	0.248899496	0.248870925	0.099764951	0.099764166	0.050018064	0.049981861	0.401578195	0.401692481
t#bar{t} csv_light up,	0.199735379	0.199690566	0.248848741	0.248870925	0.099830196	0.099764166	0.049970363	0.049981861	0.401615321	0.401692481
