t#bar{t} pileup up,	0.206873643	0.206797005	0.247017117	0.247208715	0.120879300	0.118968518	0.028249256	0.030030394	0.396980684	0.396995367
t#bar{t} pileup down,	0.206575283	0.206797005	0.247438628	0.247208715	0.117162572	0.118968518	0.031498510	0.030030394	0.397325007	0.396995367
t#bar{t} trig efficiency correction up,	0.207197768	0.206797005	0.247050137	0.247208715	0.119020964	0.118968518	0.031004677	0.030030394	0.395726455	0.396995367
t#bar{t} trig efficiency correction down,	0.207181311	0.206797005	0.247052496	0.247208715	0.118920390	0.118968518	0.031117255	0.030030394	0.395728548	0.396995367
t#bar{t} sel efficiency correction up,	0.207284661	0.206797005	0.247096445	0.247208715	0.119057584	0.118968518	0.030974477	0.030030394	0.395586833	0.396995367
t#bar{t} sel efficiency correction down,	0.207094842	0.206797005	0.247000908	0.247208715	0.118885506	0.118968518	0.031144202	0.030030394	0.395874542	0.396995367
t#bar{t} b fragmentation up,	0.207686942	0.206797005	0.247135429	0.247208715	0.116655159	0.118968518	0.032701687	0.030030394	0.395820783	0.396995367
t#bar{t} b fragmentation down,	0.207079381	0.206797005	0.246880268	0.247208715	0.120450628	0.118968518	0.029843329	0.030030394	0.395746395	0.396995367
t#bar{t} Peterson Frag,	0.207394021	0.206797005	0.246930569	0.247208715	0.118463460	0.118968518	0.031196037	0.030030394	0.396015913	0.396995367
t#bar{t} semilep BR up,	0.207128984	0.206797005	0.247054010	0.247208715	0.119100316	0.118968518	0.030787030	0.030030394	0.395929660	0.396995367
t#bar{t} semilep BR down,	0.207151192	0.206797005	0.247073498	0.247208715	0.118896963	0.118968518	0.031117211	0.030030394	0.395761136	0.396995367
t#bar{t} QCD scale 1,	0.207568670	0.206797005	0.247056689	0.247208715	0.118405348	0.118968518	0.030762096	0.030030394	0.396207196	0.396995367
t#bar{t} QCD scale 2,	0.206998068	0.206797005	0.247351097	0.247208715	0.118875638	0.118968518	0.031043030	0.030030394	0.395732168	0.396995367
t#bar{t} QCD scale 3,	0.206824763	0.206797005	0.247516815	0.247208715	0.119552333	0.118968518	0.031139802	0.030030394	0.394966286	0.396995367
t#bar{t} QCD scale 4,	0.207330824	0.206797005	0.247357682	0.247208715	0.118329534	0.118968518	0.030769487	0.030030394	0.396212474	0.396995367
t#bar{t} QCD scale 5,	0.206968313	0.206797005	0.246615769	0.247208715	0.119824671	0.118968518	0.031042456	0.030030394	0.395548791	0.396995367
t#bar{t} QCD scale 6,	0.206715001	0.206797005	0.246608576	0.247208715	0.118495863	0.118968518	0.030873960	0.030030394	0.397306600	0.396995367
t#bar{t} jec_CorrelationGroupMPFInSitu up,	0.208418090	0.206797005	0.245654813	0.247208715	0.117971426	0.118968518	0.032585749	0.030030394	0.395369923	0.396995367
t#bar{t} jec_RelativeFSR up,	0.209926592	0.206797005	0.244391124	0.247208715	0.119833487	0.118968518	0.028625149	0.030030394	0.397223648	0.396995367
t#bar{t} jec_CorrelationGroupUncorrelated up,	0.209261324	0.206797005	0.244954776	0.247208715	0.115714074	0.118968518	0.033956070	0.030030394	0.396113757	0.396995367
t#bar{t} jec_FlavorPureGluon up,	0.208807933	0.206797005	0.244709451	0.247208715	0.119187307	0.118968518	0.029010681	0.030030394	0.398284628	0.396995367
t#bar{t} jec_FlavorPureQuark up,	0.209308329	0.206797005	0.243426373	0.247208715	0.122614199	0.118968518	0.029040140	0.030030394	0.395610959	0.396995367
t#bar{t} jec_FlavorPureCharm up,	0.209184554	0.206797005	0.244290729	0.247208715	0.123500544	0.118968518	0.025590044	0.030030394	0.397434130	0.396995367
t#bar{t} jec_FlavorPureBottom up,	0.208106311	0.206797005	0.245814573	0.247208715	0.119034997	0.118968518	0.029801045	0.030030394	0.397243074	0.396995367
t#bar{t} jer up,	0.207545471	0.206797005	0.246434254	0.247208715	0.118438772	0.118968518	0.030512466	0.030030394	0.397069037	0.396995367
