t#bar{t},	0.205934601	0.207235886	0.251860043	0.250158370	0.112310574	0.115854763	0.039222971	0.041628386	0.390671810	0.385122595
t#bar{t} jec_CorrelationGroupMPFInSitu up,	0.206807560	0.207235886	0.249845040	0.250158370	0.111388056	0.115854763	0.049614442	0.041628386	0.382344903	0.385122595
t#bar{t} jec_RelativeFSR up,	0.206839791	0.207235886	0.250509321	0.250158370	0.107408288	0.115854763	0.047994402	0.041628386	0.387248198	0.385122595
t#bar{t} jec_CorrelationGroupUncorrelated up,	0.205751054	0.207235886	0.259883942	0.250158370	0.096585671	0.115854763	0.056387444	0.041628386	0.381391889	0.385122595
t#bar{t} jec_FlavorPureGluon up,	0.207352648	0.207235886	0.250799352	0.250158370	0.106374366	0.115854763	0.055025752	0.041628386	0.380447882	0.385122595
t#bar{t} jec_FlavorPureQuark up,	0.207584741	0.207235886	0.249917263	0.250158370	0.111723985	0.115854763	0.043661600	0.041628386	0.387112411	0.385122595
t#bar{t} jec_FlavorPureCharm up,	0.209795262	0.207235886	0.245258649	0.250158370	0.110269085	0.115854763	0.050301379	0.041628386	0.384375625	0.385122595
t#bar{t} jec_FlavorPureBottom up,	0.209603899	0.207235886	0.243785723	0.250158370	0.109967031	0.115854763	0.049003984	0.041628386	0.387639364	0.385122595
t#bar{t} jer up,	0.212250823	0.207235886	0.247914934	0.250158370	0.112232092	0.115854763	0.036415866	0.041628386	0.391186285	0.385122595
t#bar{t} btag_heavy up,	0.205849586	0.207235886	0.248789590	0.250158370	0.109375164	0.115854763	0.047183058	0.041628386	0.388802602	0.385122595
t#bar{t} btag_light up,	0.210813249	0.207235886	0.248132453	0.250158370	0.110445670	0.115854763	0.046255940	0.041628386	0.384352689	0.385122595
t#bar{t} csv_heavy up,	0.205302662	0.207235886	0.249989590	0.250158370	0.111272809	0.115854763	0.048760294	0.041628386	0.384674646	0.385122595
t#bar{t} csv_light up,	0.208798626	0.207235886	0.248590206	0.250158370	0.111716540	0.115854763	0.042298673	0.041628386	0.388595955	0.385122595
t#bar{t} tracking up,	0.209230004	0.207235886	0.244653928	0.250158370	0.112701442	0.115854763	0.049413227	0.041628386	0.384001400	0.385122595
t#bar{t} jec_CorrelationGroupMPFInSitu down,	0.210625836	0.207235886	0.241306153	0.250158370	0.119350354	0.115854763	0.045589057	0.041628386	0.383128600	0.385122595
t#bar{t} jec_RelativeFSR down,	0.212125120	0.207235886	0.244983589	0.250158370	0.110236566	0.115854763	0.048087545	0.041628386	0.384567180	0.385122595
t#bar{t} jec_CorrelationGroupUncorrelated down,	0.208406076	0.207235886	0.243459798	0.250158370	0.115035322	0.115854763	0.045741850	0.041628386	0.387356954	0.385122595
t#bar{t} jec_FlavorPureGluon down,	0.214100856	0.207235886	0.235905243	0.250158370	0.119332210	0.115854763	0.043543425	0.041628386	0.387118265	0.385122595
t#bar{t} jec_FlavorPureQuark down,	0.209676409	0.207235886	0.252216200	0.250158370	0.103000502	0.115854763	0.050673860	0.041628386	0.384433029	0.385122595
t#bar{t} jec_FlavorPureCharm down,	0.208375720	0.207235886	0.249357403	0.250158370	0.104816147	0.115854763	0.049324908	0.041628386	0.388125822	0.385122595
t#bar{t} jec_FlavorPureBottom down,	0.208977579	0.207235886	0.249172046	0.250158370	0.111096006	0.115854763	0.045303423	0.041628386	0.385450946	0.385122595
t#bar{t} jer down,	0.206441641	0.207235886	0.246912431	0.250158370	0.112851477	0.115854763	0.046459627	0.041628386	0.387334824	0.385122595
t#bar{t} btag_heavy down,	0.215318015	0.207235886	0.240880106	0.250158370	0.112000289	0.115854763	0.045378441	0.041628386	0.386423149	0.385122595
t#bar{t} btag_light down,	0.209779874	0.207235886	0.241468789	0.250158370	0.118599209	0.115854763	0.042766077	0.041628386	0.387386051	0.385122595
t#bar{t} csv_heavy down,	0.206778359	0.207235886	0.252433254	0.250158370	0.110540687	0.115854763	0.043050912	0.041628386	0.387196789	0.385122595
t#bar{t} csv_light down,	0.211296390	0.207235886	0.248758201	0.250158370	0.107170314	0.115854763	0.046585082	0.041628386	0.386190012	0.385122595
t#bar{t} tracking down,	0.207888456	0.207235886	0.250968524	0.250158370	0.106610220	0.115854763	0.046402449	0.041628386	0.388130352	0.385122595
t#bar{t} evtgen,	0.216348744	0.207235886	0.260515342	0.250158370	0.074423546	0.115854763	0.070464982	0.041628386	0.378247387	0.385122595
t#bar{t} m=171.5,	0.211700075	0.207235886	0.241474981	0.250158370	0.112481668	0.115854763	0.057221749	0.041628386	0.377121527	0.385122595
